Relation ID ; Absolute ; Relative ; Quadratic ; SquaredQError ; SquaredRelative ; Estimate ; Truth ; Tuples 
336177 ; 0.00590249 ; 0.91393436 ; 0.00003484 ; 6.01546778 ; 0.83527602 ; 5.558405e-04 ; 6.458333e-03 ; 4800
336177 ; 0.00790062 ; 0.41673576 ; 0.00006242 ; 0.29064493 ; 0.17366869 ; 1.105772e-02 ; 1.895833e-02 ; 4800
336177 ; 0.00707998 ; 0.44134912 ; 0.00005013 ; 0.33899242 ; 0.19478905 ; 8.961691e-03 ; 1.604167e-02 ; 4800
336177 ; 0.01513631 ; 0.44848328 ; 0.00022911 ; 0.35412391 ; 0.20113725 ; 1.861369e-02 ; 3.375000e-02 ; 4800
336177 ; 0.00093160 ; 0.74528091 ; 0.00000087 ; 1.87031320 ; 0.55544363 ; 3.183988e-04 ; 1.250000e-03 ; 4800
336177 ; 0.00723640 ; 0.73903613 ; 0.00005237 ; 1.80465186 ; 0.54617440 ; 2.555271e-03 ; 9.791667e-03 ; 4800
336177 ; 0.00034043 ; 0.32681715 ; 0.00000012 ; 0.15660880 ; 0.10680945 ; 7.012321e-04 ; 1.041667e-03 ; 4800
336177 ; 0.01421696 ; 0.76675713 ; 0.00020212 ; 2.11898974 ; 0.58791650 ; 4.324711e-03 ; 1.854167e-02 ; 4800
336177 ; 0.05539704 ; 0.49702020 ; 0.00306883 ; 0.47225109 ; 0.24702908 ; 5.606129e-02 ; 1.114583e-01 ; 4800
336177 ; 0.01917714 ; 0.47694440 ; 0.00036776 ; 0.41999151 ; 0.22747596 ; 2.103119e-02 ; 4.020833e-02 ; 4800
336177 ; 0.04353441 ; 0.49517808 ; 0.00189524 ; 0.46723998 ; 0.24520133 ; 4.438226e-02 ; 8.791667e-02 ; 4800
336177 ; 0.00223613 ; 0.35778087 ; 0.00000500 ; 0.19609461 ; 0.12800715 ; 4.013870e-03 ; 6.250000e-03 ; 4800
336177 ; 0.02845038 ; 0.78483796 ; 0.00080942 ; 2.36041395 ; 0.61597063 ; 7.799624e-03 ; 3.625000e-02 ; 4800
336177 ; 0.01799813 ; 0.37237508 ; 0.00032393 ; 0.21698133 ; 0.13866320 ; 3.033520e-02 ; 4.833333e-02 ; 4800
336177 ; 0.00072671 ; 0.87204959 ; 0.00000053 ; 4.22759852 ; 0.76047048 ; 1.066253e-04 ; 8.333333e-04 ; 4800
336177 ; 0.00259608 ; 0.77882266 ; 0.00000674 ; 2.27644857 ; 0.60656473 ; 7.372577e-04 ; 3.333333e-03 ; 4800
336177 ; 0.01535674 ; 0.34126097 ; 0.00023583 ; 0.17424599 ; 0.11645905 ; 2.964326e-02 ; 4.500000e-02 ; 4800
336177 ; 0.00100059 ; 0.80047436 ; 0.00000100 ; 2.59793960 ; 0.64075920 ; 2.494070e-04 ; 1.250000e-03 ; 4800
